AS31252,StarNet Moldova,Romania
AS47771,Digital Cable Television Ltd.,Bulgaria
AS34131,Banka Postanska Stedionica A.D.,Serbia
AS8848,ZAO Center of Financial Technologies,NULL
AS17832,Korea Internet Security Agency,NULL
AS27796,Galaxy Communications,Panama
AS23573,OCI Information Communication,NULL
AS263575,do Brasil Processamento de Dados Ltda.,NULL
AS42981,RES.PL ISP S.C.,Poland
AS198523,Joint Stock Company Moscow Integrated Power Company,NULL
AS47437,Media International group Ltd.,NULL
AS56456,C2NET s.r.o.,NULL
AS15991,Swedish Tax Agency,Sweden
AS43028,Ventspils city municipality institution Ventspils Digital Center,Latvia
AS11379,Wyndham Worldwide Corporation,NULL
AS56555,FRONTLINE LLC,NULL
AS55127,ESCREEN,NULL
AS8218,Neo Telecoms S.A.S.,France
AS51525,Informacionnuye technologiyi Ltd,NULL
AS31545,Adriatic Slovenica Zavarovalna druzba d.d.,Slovenia
AS55434,Langgata 21,Afghanistan
AS59463,Vision 2008 Ltd.,Bulgaria
AS60681,Impulse Ltd.,NULL
AS43367,Interactive Web Solutions Ltd,NULL
AS62515,Alameda County Water District,NULL
AS18624,Greenlight,NULL
AS47633,Synthos S.A,Poland
AS19133,Bird Hosting Inc.,NULL
AS16713,Northwest Open Access Network,NULL
AS32182,Grange Mutual Casualty Co.,NULL
AS50872,LOCALHOST D.O.O.,Serbia
AS197744,Monecam SAS,France
AS50954,Plugin Services SARL,France
AS31554,SC Almsoft Computers SRL,Romania
AS27909,Correos Chile,NULL
AS26104,Telespazio Brasil S.A.,NULL
AS7936,The NPD Group Inc.,NULL
AS42888,Mannvit hf,Iceland
AS41916,Poslovni sistem Mercator d.d.,Slovenia
AS34002,Interxion France S.A.,NULL
AS26245,Robert Half International,NULL
AS46458,Saving Call LLC,NULL
AS20250,Randolph College,NULL
AS14634,SpinnNet,NULL
AS199206,IRONFX Financial Services Ltd.,NULL
AS132117,Ministry of Interior,Thailand
AS43934,Republic Governmental Enterprise Kazakhstan Interbank Settlement Centre of National Bank of Kazakhstan Republic,Kazakhstan
AS42932,IPT sp. z o.o.,NULL
AS11955,Time Warner Cable Internet LLC,NULL
AS16477,ACNIELSEN,NULL
AS11853,Internap Network Services Corporation,NULL
AS51530,N.K.Oriaka Communications Ltd.,Kuwait
AS14807,Skyhigh Networks Inc,NULL
AS35667,Nexthal,France
AS21358,Atos Information Technology GmbH,NULL
AS6710,EUMETSAT,Germany
AS44085,DARS d.d.,Slovenia
AS31013,Athens Information Technology,Greece
AS28047,CHILE S.A.,Chile
AS32591,Kynikos Associates. LTD,NULL
AS16617,CISP,NULL
AS263198,Instituto Nacional de Vitivinicultura,NULL
AS27154,DoD Network Information Center,NULL
AS31302,TELECOMSERVIS Autonomous System,NULL
AS198954,Neteden SASU,France
AS50898,dcenter.pl sp. z o.o.,Poland
AS27756,Servicio Satelital S.A.,NULL
AS38795,Catholic Education Network,Australia
AS27335,Blueridge Capital,NULL
AS7078,Monmouth Internet Corp,NULL
AS16768,Pacific Crest Securities Inc.,NULL
AS62772,Newfoundland Power Inc.,Canada
AS199629,4MS Network Solutions Ltd.,NULL
AS22204,Aceto Corporation,NULL
AS18727,Detroit Newspapers,NULL
AS7704,ANS Communications,Australia
AS30628,Road Runner Business Cincinnati,NULL
AS2554,Yahoo Japan Corporation,Japan
AS37209,HYPERIA,Nigeria
AS12016,Retirement Housing Foundation,NULL
AS49200,Sperasoft Ltd.,NULL
AS56363,Markum Bilisim Teknolojileri Tic. Ltd. Sti.,Turkey
AS15909,Distributions GmbH,Germany
AS29834,USTREAM.TV INC,Hungary
AS35970,Midas Networks,NULL
AS28400,DE COMUNICACIONES Y TRANSPORTES COORDINACION DE LA SOCIEDAD DE LA INFORMACION Y EL CONOCI,NULL
AS55151,Pen Bay Healthcare,NULL
AS16884,Tourmaline Partners LLC,NULL
AS28338,Net Botanic Internet Inteligente Ltda,NULL
AS26726,The Reinvestment Fund,NULL
AS8546,Thus Group Plc.,NULL
AS18685,Bacharach Institute for Rehabilitation,NULL
AS55194,Bowling Green State University,NULL
AS40982,Mediengruppe Oesterreich GmbH,Austria
AS50015,Oleksandr Butenko,Ukraine
AS38769,PT. Bit Technology Nusantara,Indonesia
AS41893,Cyberport GmbH,Germany
AS19361,A.Telecom S.A.,NULL
AS197918,Mexem sp. z o.o.,Poland
AS27138,DoD Network Information Center,NULL
AS55224,Marietta City Schools,NULL
AS18303,SMARTRO,NULL
AS10174,Munhwa Broadcasting Corporation,NULL
AS55375,SmartInsight Inc.,Japan
AS16577,DIGITAL EDGE VENTURES INC.,NULL
AS52554,S. A. da Silva Junior,NULL
AS50111,Seker Yatirim Menkul Degerler AS,Turkey
AS43143,PJSC VISICOM,Ukraine
AS42048,Siberian Federal University,NULL
AS37101,Vizadanetworks Ltd,NULL
AS50720,Trummer Gerhard Hermann,NULL
AS31149,Multidisiplin Company Express Ltd,Ukraine
AS21026,Atos Information Technology GmbH,Germany
AS5974,DoD Network Information Center,NULL
AS18632,Volcano Internet provider,NULL
AS18283,Fureai Channel Inc.,Japan
AS29706,Mixed Signal Solutions,NULL
AS132853,PHILIPPINE DEALING SYSTEM HOLDINGS CORP,NULL
AS186,The Catholic University of America,NULL
AS14888,First National Bank of Omaha,NULL
AS32716,Northern Lakes College,Canada
AS35912,Anchor Computer Inc.,NULL
AS15733,Zumtobel AG,Austria
AS31121,WpWeb S.r.l.,Italy
AS21902,West Central Telephone Assn,NULL
AS8452,TE Data,Egypt
AS196719,Metaleader Ltd.,NULL
AS35013,Alfa Bank,NULL
AS44851,Retel JSC,Bulgaria
AS46912,Coinstar,NULL
AS35240,Hsbc Private Bank,Switzerland
AS34966,Ralf Bender,Germany
AS47934,NPO Information Systems Ltd,NULL
AS43591,Multicom Security AB,Sweden
AS37569,Roke_Zambia_ASN,Zambia
AS3253,Vimpelcom,NULL
AS263525,Dispor de Telecomunicaes Ltda,NULL
AS45046,OOO Isatel,NULL
AS44949,GigaCodes GmbH,Switzerland
AS50806,LLC LCom,NULL
AS58021,Suprovich Natalya Petrivna PE,Ukraine
AS262458,Tec System Sistemas Eletronicos LTDA,NULL
AS61395,sysops Finland Oy,Finland
AS14070,Valley Health System,NULL
AS17580,KRNIC,NULL
AS36738,DAVITA INC,NULL
AS23908,IIAC,NULL
AS47960,JSC Angreal,NULL
AS22888,Sistema Universitario Ana G. Mendez,NULL
AS196943,Vissado s.r.o.,NULL
AS27812,Banco de Credito HFS Panama S.A.,Panama
AS199294,Esri Deutschland Group GmbH,Germany
AS40541,Central Credit Services Inc,NULL
AS62861,Raycom Media Inc,NULL
AS11808,University of Idaho,NULL
AS43046,S.C. DEVICE SYSTEMS S.R.L.,Romania
AS58737,International Finance and Investment Company Limited,Bangladesh
AS55448,GLOBALLOGIC INDIA PVT. LTD.,India
AS22512,OpenBSD,NULL
AS262599,TELECOMUNICACOES LTDA.,NULL
AS42733,Sirec Technologies Limited,NULL
AS51333,Skynet Trading SRL,Romania
AS40499,Washington Gas,NULL
AS57573,CJSC Greenatom,NULL
AS24593,Global Ukraine Trade Ltd.,Ukraine
AS31852,Arden Asset Management,NULL
AS132334,51 Changi Business Park Central 2,Singapore
AS21974,Frankenmuth Mutual Insurance Company,NULL
AS40356,ERC DATAPLUS,NULL
AS196668,CONDIG LISEC Network Center GmbH,Austria
AS23554,Shinhan Bank,NULL
AS54906,Benco Dental Company,NULL
AS62543,Glendon Capital Management LP,NULL
AS198187,STUDIO WIK s.c. Krzysztof Lopata Maria Lopata,Poland
AS41551,OJSC VTB Bank,NULL
AS262757,Insidesign Tecnologia Ltda ME,NULL
AS199762,ECHO ROMEO LLP,NULL
AS17598,YBN,NULL
AS43936,PE Zinstein Hariton Vladimirovich,Ukraine
AS47166,ZAO OptikTeleCom,NULL
AS11038,The Tulalip Tribes of Washington,NULL
AS22848,XL Capital Ltd.,NULL
AS43516,Felleskjopet Agri BA,NULL
AS29936,GPREG.COM,NULL
AS196780,Russian System Ltd,NULL
AS30667,WHEELER MACHINERY CO.,NULL
AS34426,Autonomus System number for Shabakah Net,NULL
AS24438,BrightHost Pty Ltd,Australia
AS198512,JSC United Financial Corporation UFC,Germany
AS57487,LLC Mix Telecom,NULL
AS263027,TELECOM,NULL
AS42616,ARBORE VERDE SRL,NULL
AS132878,HT Media Ltd.,India
AS47590,TOV Alvarium,Ukraine
AS12213,Lanxess Corporation,NULL
AS42630,NOMOSPHERE Internet service,France
AS47247,UAB AFFECTO LIETUVA,Lithuania
AS48968,dnx network sarl,Luxembourg
AS29933,Off Campus Telecommunications,NULL
AS8921,OC3 NETWORK,France
AS20865,Yourvoice AS number,Italy
AS25700,SWIFT VENTURES Inc,NULL
AS56813,Schlund Technologies GmbH,Germany
AS197569,ENERGOMONTAZH ltd.,Ukraine
AS17856,Konyang University,NULL
AS62472,Accretive Health Inc,NULL
AS2711,Spirit Telecom,NULL
AS21737,SpringNet,NULL
AS43326,Flashdance AB,Sweden
AS41113,Pseudo Networks Limited,NULL
AS262679,Secretaria de Fazenda de Mato Grosso do Sul,NULL
AS50300,Custodian Ltd.,NULL
AS16479,Nordea Bank Finland Plc,NULL
AS53245,CENTRO DE INFORMATICA E INTERNET LTDA ME,NULL
AS58918,Bangladesh Computer Council,NULL
AS39354,megaNET network,Lithuania
AS40077,Langley Federal Credit Union,NULL
AS12256,CityLinq Net Services,NULL
AS25437,Municipal scientific production enterprise Information Centre,Ukraine
AS48514,Stiftelsen Chalmers Studenthem,Sweden
AS44663,Nearshoring Solutions Sp. z o.o.,Poland
AS22460,Quaker Oats,NULL
AS11557,Sidera Networks LLC,NULL
AS53044,Logistcs Brasil Ltda.,NULL
AS22043,STERIS Corporation,NULL
AS56246,PT Sumber Data Indonesia,Indonesia
AS199237,PE Kometa di Cervellera Luca,Italy
AS26425,Exelon Corporation,NULL
AS34942,Vivor B.V.,Netherlands
AS197005,Instytut Ekonomiki Rolnictwa i Gospodarki Zywnosciowej Panstwowy Instytut Badawczy,Poland
AS21646,Fisher Investments Inc.,NULL
AS15762,Credit Cooperatif,France
AS32914,Helios Advisors LLC,NULL
AS41978,AWINTA CONSULTING SRL,Romania
AS21574,Century Telecom Ltda,NULL
AS24879,BANK POLSKA KASA OPIEKI S.A.,Poland
AS33038,XIT Rural Telephone Cooperative Inc.,NULL
AS40102,Montgomery College.,NULL
AS16435,Fluke Electronics,NULL
AS21555,LAUREL HIGHLAND TELEPHONE COMPANY,NULL
AS34093,NWT a.s,NULL
AS2833,Umea Universitet,NULL
AS12741,Netia SA,Poland
AS10945,DeMatteo Monness LLC,NULL
AS43409,Mojo Concerts B.V.,Netherlands
AS52251,NORTECH,Argentina
AS25304,Universitatea TRANSILVANIA Brasov,Romania
AS42051,Private Enterprise Movchan Alexey Alexandrovich,NULL
AS196916,BusinessCom Networks Limited,Gibraltar
AS48887,Somoncom IP Networks,Tajikistan
AS262880,WISP LTDA,NULL
AS14675,EC Wise,NULL
AS31213,OJSC MegaFon,NULL
AS39713,JSC Kola GMK,NULL
AS29007,Petrotel Sp. z o.o.,Poland
AS32899,Bresco Broadband,NULL
AS38985,OJSC Rostelecom,NULL
AS23496,Regence Blue Cross Blue Shield of Oregon,NULL
AS12675,Alexandru Ioan Cuza University,NULL
AS52008,Nester CJSC,NULL
AS2768,The County of Erie,NULL
AS31307,Yapi Kredi Yatirim Menkul Degerler A.S.,NULL
AS132760,Progression Infonet Pvt Ltd,India
AS24516,Virtutel Pty Ltd,NULL
AS32403,The Heritage Foundation,NULL
AS61403,Accord98 Ltd.,NULL
AS30059,Zimcom Network Solutions Inc.,NULL
AS24772,Agrupacion de dervicios de internet y prensa AIE,Spain
AS57324,Al Lawn Al Akhdar International Company for Communications and Information Technology Ltd.,Iraq
AS12144,Cloud Grid Computing,NULL
AS27761,Cablenet S.A,Nicaragua
AS52768,Provedor de Internet Ltda.,NULL
AS31323,United Networks Ltd.,NULL
AS2384,Architect of the Capitol,NULL
AS131294,2 Murray Street,Australia
AS49208,VUZ Bank,NULL
AS11381,NEW FRONTIERS INTERNET SERVICES,NULL
AS58414,Computershare Technology Services,Australia
AS57457,Asan Pardakht Persian Private Stock,NULL
AS43867,Kancelaria Prezesa Rady Ministrow,Poland
AS47922,Latvian Geospatial Information Agency,Latvia
AS44285,Shahrad Net Company Ltd.,NULL
AS57931,OOO Central Commercial Bank,NULL
AS43317,OOO Fishnet Communications,NULL
AS13579,Fondo de Informacion y Documentacion para la Industria INFOTEC,Mexico
AS25070,Comarch S.A.,Lebanon
AS43059,Talk Active Aps,Denmark
AS8529,General Telecommunication Organization,NULL
AS8976,Streamwide Romania SRL,Romania
AS11221,WHRO,NULL
AS262868,Itnet ltda,NULL
AS19324,Dosarrest Internet Security LTD,NULL
AS262775,TECNOLOGIA EM HARDWARE E SOFTWARE,NULL
AS6509,Canarie Inc,NULL
AS56178,Tim Warnock,Australia
AS56164,Marriott Hotel Manila,NULL
AS44892,FOP Muhametdinov Oleg Agamovitch,Ukraine
AS9960,DaeguBank,NULL
AS199291,Blue Chip Data Systems Limited,NULL
AS17583,Keumgang Cable Network,NULL
AS32134,Cap Gemini America,NULL
AS33962,Eurocom CJSC,NULL
AS47961,SATLINK COMMUNICATIONS LTD .,Israel
AS18664,Empire Blue Cross Blue Shield,NULL
AS15199,Western Washington University,NULL
AS13258,Centrica Plc,NULL
AS39641,Willux.be Networks,Belgium
AS262646,COM E SERV DE INFORMATICA LTDA,NULL
AS52460,Invest Security,Chile
AS44776,Reist Telecom GmbH,Switzerland
AS60219,ITALNET Sebastian Handzlik,Poland
AS48941,Aqua Telecom SRL,Romania
AS49978,FOP Kondratiev Nikolai Gennadievich,NULL
AS11815,Cooperativa Telefonica de V.G.G. Ltda.,Argentina
AS57951,Yacast France SAS,France
AS8636,Autonomous System for,NULL
AS20277,TECHSPACE INC.,NULL
AS38033,internet content provider,NULL
AS43419,CJSC Astarta,NULL
AS45181,LocalCloud Limited,NULL
AS44962,BRIX Sp.zo.o.,Poland
AS58517,China Telecom,NULL
AS197645,GCI Sp. z o.o.,Poland
AS11282,SERVERYOU INC,NULL
AS47306,The International Scientifical and Educational Centre,Ukraine
AS48170,Ibrahim SEN,Turkey
AS18074,First Riding Technology Inc.,NULL
AS53416,RMSource Inc.,NULL
AS14558,FastReturn,NULL
AS56409,AI Ltd,NULL
AS58510,50 Hillside Road,Australia
AS32121,TransAlta Utilities Corporation,NULL
AS40662,AMERICAN INDEPENDENT INSURANCE COMPANY,NULL
AS19926,Interfaith Medical Center,NULL
AS198243,Ficolo Oy,Finland
AS31081,National Audit Office of Estonia,Estonia
AS58329,easystores GmbH,Germany
AS33631,Palo Alto Research Center Incorporated,NULL
AS131165,Global Axcess Pte. Ltd.,Singapore
AS36218,Cirrus Tech. Ltd.,Canada
AS14866,Voi Networks Inc.,Canada
AS197485,Pharmagest Interactive SA,France
AS41203,Geopost UK,NULL
AS18847,Randolph County Government of NC,NULL
AS33587,Breckinridge Capital Advisors,NULL
AS39966,General Board of Pensions and Health Benefits,NULL
AS57917,NATURE DESIGN LIFE SRL,NULL
AS197008,Janz IT AG,Germany
AS29693,Private Enterprise A2,Ukraine
AS32353,Concept Capital,NULL
AS199217,IKARUS Security Software GmbH,Austria
AS49644,OOO Processing center Rapida,NULL
AS6880,MEI,NULL
AS30551,AK Steel Corporation,NULL
AS48538,TK Region Telecom Ltd.,NULL
AS53150,Unimed Sao Jose dos Campos Cooperativa de Trabalho,NULL
AS49838,TomTom International B.V.,Netherlands
AS52188,NewSolnSystems LTD,Spain
AS133046,digicall network pty ltd,Australia
AS48341,Proveedores de Presencia en Internet S.L.,Spain
AS45920,SkyMesh Pty Ltd,Australia
AS58384,PT Comradindo Lintasnusa Perkasa,NULL
AS15140,Hawkeye Community College,NULL
AS47016,Extron Electronics,NULL
AS28707,Kangaroot BVBA,Belgium
AS7665,Okayama Prefectural Government,NULL
AS26235,First Guaranty Mortgage Corporation,NULL
AS25122,Gulfsat Communications Co.,Kuwait
AS23564,Citibank Korea,NULL
AS10883,Comspan Communications Inc.,NULL
AS23600,NIDA,NULL
AS132090,2 Grantham Street,Australia
AS52047,Open Joint Stock Company M.video Management,NULL
AS45278,Australian News Channel Pty Ltd,Australia
AS61080,Amplusnet SRL,NULL
AS49976,Area Science Park,Italy
AS51996,MicroStrategy Poland Sp. z o.o.,Poland
AS60756,NETHUN SPA,Italy
AS53938,Next Horizon,NULL
AS49820,Pictura Imaginis B.V.,Netherlands
AS18578,Schluter Systems L.P.,NULL
AS57836,Galaktionov Sergey Aleksandrovich PE,Ukraine
AS20754,Rivne Communication Technologies Ltd,Ukraine
AS60939,Monster Worldwide Limited,NULL
AS24437,University of Western Australia,Australia
AS199942,Cheops Technology NV,Belgium
AS55675,Intiland Development Tbk. PT,Indonesia
AS41375,ZAT with Foreign Investments Sintez Oil,Ukraine
AS52559,Novatec Telecom Ltda ME,NULL
AS44334,RTLNET,France
AS41504,arcos informationssysteme GmbH,Germany
AS35626,S.I.E.P.C.O.F.A.R. S.A.,Romania
AS16028,Orange S.A.,Guadeloupe
AS16433,North Central Communications,NULL
AS14426,Grant MacEwan University,NULL
AS5408,Greek Research and Technology Network S.A,Greece
AS36545,Bledsoe Telephone Cooperative Corporation,NULL
AS24768,ALMOUROLTEC SERVICOS DE INFORMATICA E INTERNET LDA,Portugal
AS197544,Siemens IT Solutions and Services Sp. z o.o.,Poland
AS53667,FranTech Solutions,NULL
AS132561,Lunatec,India
AS26215,Xclutel LLC,NULL
AS50465,IQHost Ltd,NULL
AS57698,DOMEX Sp. z o.o.,Poland
AS45573,HSBC EDPI Pvt Ltd.,NULL
AS46636,NatCoWeb Corp.,Netherlands
AS334,DoD Network Information Center,NULL
AS262632,Grajaunet Telecomunicacoes,NULL
AS16099,Hauptverband der oesterreichischen Sozialversicherungstraeger,Austria
AS49628,LLC Softline Internet Trade,NULL
AS132962,QuEST Global Engineering Private Limited,India
AS23234,MIZUHO SECURITIES USA INC,NULL
AS29760,M2 Connections,NULL
AS9228,PT. Total Info Kharisma,Indonesia
AS262905,Skaynet telecom,NULL
AS57158,MELVI s.r.o.,NULL
AS49784,Netvisit B.V.,Netherlands
AS35881,Integrated Investment Solutions,NULL
AS47159,Celldomolki Kabeltelevizio Kft.,NULL
AS20941,Zen Internet Ltd,NULL
AS5602,KPNQwest Italia S.p.a,Italy
AS28506,Sistemas de Communicacion GM S.A. de C.V.,Mexico
AS14987,Rethem Hosting LLC,Hungary
AS26638,Minneapolis Public Schools,NULL
AS57316,MEDCO MEDICAL COMPANY SRL,NULL
AS18802,Mutual of America Life Insurance Company,NULL
AS11442,North Carolina State University,NULL
AS32859,JEGS,NULL
AS11403,The New York Internet Company,NULL
AS26108,PriceGrabber.com,NULL
AS47663,Dunav osiguranje a.d.o,Serbia
AS43808,OOO Polyus Dostupa,NULL
AS47316,Engine Technology S.R.L.,Switzerland
AS132655,Sekretariat Jenderal Dewan Perwakilan Daerah Republik Indonesia,Indonesia
AS34168,OJSC Rostelecom,NULL
AS199081,LANCOM LTD.,Greece
AS31198,Telenor UK Ltd,NULL
AS12082,NWN Corporation,NULL
AS31033,InvestNet Italia S.p.A.,Italy
AS32592,HuntTel,NULL
AS13865,Duck Bites,NULL
AS58245,AME Investments Limited,NULL
AS60919,TopCom Ltd.,NULL
AS44426,Synectics Solutions Ltd,NULL
AS23501,Wolfe Technologies and Consulting LLC,NULL
AS23990,MigumCableNetwork,NULL
AS27668,EP,Ecuador
AS19390,Compunet,NULL
AS33389,College Boreal,Canada
AS56203,Big Red Group,Australia
AS42030,Global Broadband Solution societe de droit americain,Belgium
AS54799,OTC Markets Group Inc,NULL
AS20243,University of the Virgin Islands,NULL
AS132576,WorleyParsons Limited,NULL
AS45601,19 Walters Road,Australia
AS24844,Euroforum Deutschland SE,Germany
AS5491,Jan Olsson,NULL
AS35236,2 connect a.s.,NULL
AS58166,Banka Credins,Albania
AS61087,Reloc SA,NULL
AS52666,PROVEDORES DE INTERNET LTDA,NULL
AS198335,TRANSATEL SA,France
AS38092,Jinnam Cable Network,NULL
AS23563,Tbroad Suwon Broadcating Corporati,NULL
AS15234,MCG Energy Solutions LLC,NULL
AS27502,Madera County Office of Education,NULL
AS198090,WaveConn S.r.l.,Italy
AS20795,ITM Research GmbH,Germany
AS1881,FMV,Sweden
AS58109,STARCARD BANKA KARTLARI MERKEZI LTD,Turkey
AS26647,Movers Specialty Service,NULL
AS42044,CentralNic Ltd,NULL
AS12668,LLC KomTehCentr,NULL
AS21150,Atos IT Solutions and Services GmbH,Germany
AS54003,Urban Lending Solutions,NULL
AS10229,Internet Content Provider,Japan
AS17553,Bogor Agricultural University,Indonesia
AS33372,Spartan Stores Inc.,NULL
AS262402,TELECOMUNICACOES LTDA,NULL
AS16763,Tideworks Technology,NULL
AS24081,SPI Technologies Inc.,Philippines
AS12659,European Backbone Networks,Finland
AS43804,IMENIK d.o.o,Croatia
AS48522,Logica B.V.,Sweden
AS29227,Asseco Poland S.A.,Poland
AS45664,Liberty Broadcasting Network Inc,Philippines
AS36564,Mentor Graphics Corporation,NULL
AS60779,LLC PK Stroymontag MS,NULL
AS52464,Super Giros,Colombia
AS34656,COMPENSA S.A.,Poland
AS4152,USDA,NULL
AS15074,Viewsonic Corporation,NULL
AS131271,Asia Broadcast Satellite Ltd.,NULL
AS30109,Medallia Inc.,NULL
AS56436,Administrative office of the governor of the Chelyabinsk area,NULL
AS13946,eTech Ohio,NULL
AS197840,F.H.U. Intersiec Urszula Kolodziej,Poland
AS22209,RUDYS INFLIGHT CATERING,NULL
AS31376,Smart Telecom Limited,NULL
AS23982,Dongbu District Office of Education in Seoul,NULL
AS50671,First Digital TV Ltd,NULL
AS40082,Apogee Telecom Inc.,NULL
AS28613,TELECOMUNICACOES DO BRASIL LTDA.,NULL
AS23347,Hanover Hospital,NULL
AS31222,Terra S.p.a.,Italy
AS44186,Techno Bridge S.R.L,Romania
AS6491,TeleKachina,NULL
AS30597,A.M. Best Company,NULL
AS52084,ATL Obchodni s.r.o.,NULL
AS23880,Internet content provider,NULL
AS49737,Jobs.BG Ltd.,NULL
AS16290,Tarnowski Osrodek Informacyjny Aleksander Rajski,Poland
AS57729,Kopavogsbaer,Iceland
AS2615,Bechtel Corp.,Singapore
AS51104,AZYL PPHU Pawel Gatner,Poland
AS263498,PROVEDOR DE INTERNET LTDA ME,NULL
AS17766,Data FX Online Pty. Ltd.,Australia
AS28881,BashTelecomService Limited Company,NULL
AS39343,Dead Sea Works LTD,Israel
AS61246,IRAN METEOROLOGICAL ORGANIZATION,NULL
AS14246,Thales Communications Inc.,NULL
AS132579,Tonga Cable Limited,Tonga
AS57790,LICURICI IMPORT EXPORT S.R.L.,NULL
AS49363,Orange Armenia CJSC,Armenia
AS33986,Redder Telco srl,Italy
AS31240,JSC Hosting Telesystems autonomous system,NULL
AS38597,Office of the Board of Studies,Australia
AS33695,ScaleMatrix,NULL
AS47453,ITService 2009 Ltd,NULL
AS25582,LINIX Ltd,NULL
AS58492,Universitas Islam Sultan Agung,NULL
AS131746,PT. Medianusa Permana,Indonesia
AS60625,Yuzhnye technologii LLC,NULL
AS24333,Jobs DB Hong Kong Limited,NULL
AS47393,WPP Group Technology Service,Netherlands
AS56972,ISP AXON LTD,Ukraine
AS21233,C2 Direct Transit AS,NULL
AS262427,Invistanet Provedor de Acesso Ltda ME,NULL
AS49327,TOV Telza,Ukraine
AS25719,Clear Voice Telecom Inc.,NULL
AS197650,AirMax S.r.l.,Italy
AS47028,Twin Valley Communications Inc,NULL
AS44649,Integra Soft SRL,NULL
AS24647,s IT Solutions AT Spardat GmbH,Austria
AS61012,Livedrive Internet Ltd.,NULL
AS26490,Pike Energy Solutions,NULL
AS59260,APL,Pakistan
AS50078,Storacall Technology Ltd,NULL
AS44887,Precise software solutions Israel 2007 LTD,Israel
AS21483,OJSC Vimpelcom,NULL
AS48814,C.O.CO SRL,NULL
AS262828,Acesse Facil Telecomunicacoes Ltda,NULL
AS16512,BannerHealth dba Fairbanks Memorial Hospital,NULL
AS35803,InterCard AG,Germany
AS27887,Telecom S.A.,NULL
AS132026,Redlink Communications Company Limited,NULL
AS34273,Atos IT Solutions and Services Oy,Finland
AS273,DoD Network Information Center,NULL
AS33638,CITY OF SCOTTSBURG,NULL
AS37155,NETONE,Angola
AS197560,Virtual Desktop Infrastructure Sweden AB,Sweden
AS50306,Oleg Dubousov,NULL
AS11441,Frederick Memorial Healthcare System,NULL
AS48571,efectRO SRL,Romania
AS44066,First Colo GmbH,Germany
AS51222,CMC MARKETS PLC,NULL
AS5433,VEROLINE Ltd,NULL
AS12066,TRICOM,Haiti
AS8527,Internet Fr,Italy
AS36221,Esosoft Corporation,NULL
AS49777,ATEXS PLUS Ltd.,NULL
AS25400,Get AS. Old Smartcall AS,Norway
AS197574,ZAO Trade Company Megapolis,NULL
AS7909,WYN INTERNATIONAL LLC,NULL
AS27934,JSNet S.A.,Argentina
AS3288,Mofet Institute,NULL
AS26946,Kirkwood Community College,NULL
AS57458,Global Arabian For Modern Applications LTD.,NULL
AS58178,Grand Auto Ltd.,NULL
AS198573,SIEMENS AG,NULL
AS22521,Verizon Online LLC,NULL
AS9978,The University of Seoul,NULL
AS59158,PT Blambangan Cahaya Timur,Indonesia
AS47207,Digital Residence B.V.,Netherlands
AS19181,CWIE LLC,NULL
AS33004,Empire State College,NULL
AS10722,Aluminum Co. of America,NULL
AS16866,Columbia Networks Inc.,Canada
AS44256,Neolabs Ltd.,Kazakhstan
AS52694,N. A. INFORMATICA LTDA,NULL
AS57947,Business IT Ltd.,NULL
AS48890,SOLVO ltd.,NULL
AS8826,Siemens Autonomous System,Germany
AS18243,Shanghai EaseNet Network Technology Limited,China
AS57391,Charless Street Communications Ltd.,NULL
AS12859,BIT BV,Netherlands
AS199817,Radio Frequency Centre of the Urals Federal District Federal State Unitary Enterprise,NULL
AS20763,Bank BPH S.A.,Poland
AS42304,Sibirskaya set Ltd,NULL
AS56819,Urzad Marszalkowski w Lodzi,Poland
AS44512,AS Number Raising Unified Network AG S.p.a.,Italy
AS18476,Prison Fellowship Ministries,NULL
AS30313,Internal Revenue Service,NULL
AS49252,SC Prolink System SRL,NULL
AS41751,Ocado Ltd,NULL
AS33582,Brant Point Capital Management LLC,NULL
AS23829,NTT NEOMEIT YAMAGUCHI CORPORATION,Japan
AS197391,Tobacna Ljubljana d.o.o.,Slovenia
AS35225,Hrvatske ceste,Croatia
AS132739,Scaffnet Pte Ltd,Singapore
AS60773,CJSC TCC New Systems,NULL
AS3935,Eastern Washington University,NULL
AS46169,City of Georgetown,NULL
AS4837,CNCGROUP China169 Backbone,China
AS11697,SuperNews,NULL
AS51793,Adrana International SRL,Romania
AS197263,FOP KARISHEV DMYTRO VOLODIMIROVICH,Ukraine
AS41890,Public Authority for Civil Information,Kuwait
AS52799,DATA CENTER SOLUTIONS LTDA,NULL
AS30388,Elk Regional Health Center Inc,NULL
AS41374,Casper Bilgisayar Sistemleri A.S.,NULL
AS47776,GBS INFORMATION AND COMMUNICATION TECHNOLOGIES LTD,Israel
AS35745,KSU Provector Mariusz Dziakowicz,Poland
AS35116,InfoCasa Information Technologies S.L.,Spain
AS35374,Ltd AviaTel,NULL
AS38238,Newedge Financial Singapore Pte Ltd,Australia
AS197374,USM Management Cyprus Limited,Cyprus
AS24530,PT. Power Telecom Indonesia,Indonesia
AS5529,DIAG Dienstleistungen AG,Switzerland
AS6662,Krastelecomservice Ltd.,NULL
AS39789,Limited Liability Company Active,NULL
AS59292,Foodstuffs North Island Limited,NULL
AS199281,JSC Eniseytelephone,NULL
AS47652,SuperJob Ltd.,NULL
AS43470,Network Communication Sp. z o.o.,Poland
AS42269,Foton Ltd,NULL
